,m,m_unit,p,p_unit,h,h_unit,T,T_unit,v,v_unit,s,s_unit,vol,vol_unit,x,x_unit,Td_bp,Td_bp_unit,td_dew,td_dew_unit,td_bubble,td_bubble_unit,air,phase
1,1.0,kilogram / second,10.0,pascal,225977.65574668295,joule / kilogram,100.0,kelvin,2870.485398748002,m3 / second,5433.531823738974,joule / kelvin / kilogram,2870.485398748002,m3 / kilogram,1.0,dimensionless,,delta_degree_Celsius,,delta_degree_Celsius,,delta_degree_Celsius,1.0,g
